CNPJ,COMPANY_NAME,FANTASY_NAME,ADDRESS,NUMBER,COMPLEMENT,NEIGHBORHOOD,ZIP_CODE,MUNICIPALITY,STATE,FLAG,PRODUCT, UNIT_OF_MEASUREMENT,RETAIL_PRICE,DATE_OF_COLLECTION
3771866000194,POSTO CIDADE LTDA,POSTO CIDADE,AVENIDA AUGUSTO DE CARVALHO,1631,,CENTRO,29900150,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,5.89,2023-02-08
3771866000194,POSTO CIDADE LTDA,POSTO CIDADE,AVENIDA AUGUSTO DE CARVALHO,1631,,CENTRO,29900150,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.69,2023-02-08
3771866000194,POSTO CIDADE LTDA,POSTO CIDADE,AVENIDA AUGUSTO DE CARVALHO,1631,,CENTRO,29900150,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.59,2023-02-08
30578975000162,CAMATTA & CIA LTDA,,AVENIDA WENCESLAU BRAZ,133,0,CENTRO,29901260,LINHARES,ESPIRITO SANTO,IPIRANGA,DIESEL S10,R$ / litro,5.89,2023-02-08
30578975000162,CAMATTA & CIA LTDA,,AVENIDA WENCESLAU BRAZ,133,0,CENTRO,29901260,LINHARES,ESPIRITO SANTO,IPIRANGA,DIESEL S500,R$ / litro,5.79,2023-02-08
30578975000162,CAMATTA & CIA LTDA,,AVENIDA WENCESLAU BRAZ,133,0,CENTRO,29901260,LINHARES,ESPIRITO SANTO,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,5.59,2023-02-08
30578975000162,CAMATTA & CIA LTDA,,AVENIDA WENCESLAU BRAZ,133,0,CENTRO,29901260,LINHARES,ESPIRITO SANTO,IPIRANGA,GASOLINA COMUM,R$ / litro,5.59,2023-02-08
27833912000109,AUTO POSTO TRES PONTOS LTDA,POSTO TRÊS PONTOS LTDA.,AVENIDA PREFEITO SAMUEL BATISTA CRUZ,672,,AVISO,29901130,LINHARES,ESPIRITO SANTO,RAIZEN,ETANOL,R$ / litro,4.49,2023-02-06
27833912000109,AUTO POSTO TRES PONTOS LTDA,POSTO TRÊS PONTOS LTDA.,AVENIDA PREFEITO SAMUEL BATISTA CRUZ,672,,AVISO,29901130,LINHARES,ESPIRITO SANTO,RAIZEN,DIESEL S500,R$ / litro,5.99,2023-02-06
27833912000109,AUTO POSTO TRES PONTOS LTDA,POSTO TRÊS PONTOS LTDA.,AVENIDA PREFEITO SAMUEL BATISTA CRUZ,672,,AVISO,29901130,LINHARES,ESPIRITO SANTO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,5.59,2023-02-06
27833912000109,AUTO POSTO TRES PONTOS LTDA,POSTO TRÊS PONTOS LTDA.,AVENIDA PREFEITO SAMUEL BATISTA CRUZ,672,,AVISO,29901130,LINHARES,ESPIRITO SANTO,RAIZEN,GASOLINA COMUM,R$ / litro,5.59,2023-02-06
2468894000174,POSTO OURO NEGRO LTDA,,AVENIDA SAMUEL BATISTA CRUZ,2319,,COLINA,29901401,LINHARES,ESPIRITO SANTO,BRANCA,GLP,R$ / 13 kg,110.0,2023-02-06
2468894000174,POSTO OURO NEGRO LTDA,,AVENIDA SAMUEL BATISTA CRUZ,2319,,COLINA,29901401,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.59,2023-02-08
2468894000174,POSTO OURO NEGRO LTDA,,AVENIDA SAMUEL BATISTA CRUZ,2319,,COLINA,29901401,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,GNV,R$ / m³,4.99,2023-02-08
2468894000174,POSTO OURO NEGRO LTDA,,AVENIDA SAMUEL BATISTA CRUZ,2319,,COLINA,29901401,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.79,2023-02-08
2468894000174,POSTO OURO NEGRO LTDA,,AVENIDA SAMUEL BATISTA CRUZ,2319,,COLINA,29901401,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,5.89,2023-02-08
2468894000174,POSTO OURO NEGRO LTDA,,AVENIDA SAMUEL BATISTA CRUZ,2319,,COLINA,29901401,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S500,R$ / litro,5.79,2023-02-08
2468894000174,POSTO OURO NEGRO LTDA,,AVENIDA SAMUEL BATISTA CRUZ,2319,,COLINA,29901401,LINHARES,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.69,2023-02-08
7470392000100,POSTO DE COMBUSTIVEIS OTAVIO EIRELI,POSTO OTÁVIO,AVENIDA ABDO SAAD,833,,JACARAIPE,29173510,SERRA,ESPIRITO SANTO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,5.39,2023-02-06
7470392000100,POSTO DE COMBUSTIVEIS OTAVIO EIRELI,POSTO OTÁVIO,AVENIDA ABDO SAAD,833,,JACARAIPE,29173510,SERRA,ESPIRITO SANTO,RAIZEN,GASOLINA COMUM,R$ / litro,5.29,2023-02-06
5738923000169,GEGEL AUTO POSTO LTDA,POSTO METRÓPOLES,AVENIDA CENTRAL B,S/N,QUADRAEC VII,CIVIT II,29168071,SERRA,ESPIRITO SANTO,RAIZEN,ETANOL,R$ / litro,4.59,2023-02-06
5738923000169,GEGEL AUTO POSTO LTDA,POSTO METRÓPOLES,AVENIDA CENTRAL B,S/N,QUADRAEC VII,CIVIT II,29168071,SERRA,ESPIRITO SANTO,RAIZEN,DIESEL S500,R$ / litro,5.75,2023-02-06
5738923000169,GEGEL AUTO POSTO LTDA,POSTO METRÓPOLES,AVENIDA CENTRAL B,S/N,QUADRAEC VII,CIVIT II,29168071,SERRA,ESPIRITO SANTO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,5.69,2023-02-06
5738923000169,GEGEL AUTO POSTO LTDA,POSTO METRÓPOLES,AVENIDA CENTRAL B,S/N,QUADRAEC VII,CIVIT II,29168071,SERRA,ESPIRITO SANTO,RAIZEN,GASOLINA COMUM,R$ / litro,5.29,2023-02-06
30541940000159,AUTO POSTO SOLEMAR LTDA,POSTO SOLEMAR,AVENIDA ABIDO SAAD,2100,,LARANJEIRAS,29173510,SERRA,ESPIRITO SANTO,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.29,2023-02-06
30541940000159,AUTO POSTO SOLEMAR LTDA,POSTO SOLEMAR,AVENIDA ABIDO SAAD,2100,,LARANJEIRAS,29173510,SERRA,ESPIRITO SANTO,BRANCA,GASOLINA COMUM,R$ / litro,5.27,2023-02-06
30541940000159,AUTO POSTO SOLEMAR LTDA,POSTO SOLEMAR,AVENIDA ABIDO SAAD,2100,,LARANJEIRAS,29173510,SERRA,ESPIRITO SANTO,BRANCA,ETANOL,R$ / litro,4.49,2023-02-06
30541940000159,AUTO POSTO SOLEMAR LTDA,POSTO SOLEMAR,AVENIDA ABIDO SAAD,2100,,LARANJEIRAS,29173510,SERRA,ESPIRITO SANTO,BRANCA,DIESEL S500,R$ / litro,5.99,2023-02-06
611875000120,COMERCIAL RALORI LTDA,POSTO AVENIDA,RODOVIA NORTE SUL,3595,LOTE  12 13 E 15,CIVIT II,29168078,SERRA,ESPIRITO SANTO,BRANCA,ETANOL,R$ / litro,4.49,2023-02-06
611875000120,COMERCIAL RALORI LTDA,POSTO AVENIDA,RODOVIA NORTE SUL,3595,LOTE  12 13 E 15,CIVIT II,29168078,SERRA,ESPIRITO SANTO,BRANCA,DIESEL S10,R$ / litro,6.45,2023-02-06
611875000120,COMERCIAL RALORI LTDA,POSTO AVENIDA,RODOVIA NORTE SUL,3595,LOTE  12 13 E 15,CIVIT II,29168078,SERRA,ESPIRITO SANTO,BRANCA,DIESEL S500,R$ / litro,6.35,2023-02-06
611875000120,COMERCIAL RALORI LTDA,POSTO AVENIDA,RODOVIA NORTE SUL,3595,LOTE  12 13 E 15,CIVIT II,29168078,SERRA,ESPIRITO SANTO,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.15,2023-02-06
611875000120,COMERCIAL RALORI LTDA,POSTO AVENIDA,RODOVIA NORTE SUL,3595,LOTE  12 13 E 15,CIVIT II,29168078,SERRA,ESPIRITO SANTO,BRANCA,GASOLINA COMUM,R$ / litro,5.05,2023-02-06
611875000120,COMERCIAL RALORI LTDA,POSTO AVENIDA,RODOVIA NORTE SUL,3595,LOTE  12 13 E 15,CIVIT II,29168078,SERRA,ESPIRITO SANTO,BRANCA,GNV,R$ / m³,4.79,2023-02-06
8022304000161,AUTO POSTO DE COMBUSTIVEL RTT LTDA,,RUA MOEMA,38,,DIVINO ESPIRITO SANTO,29107250,VILA VELHA,ESPIRITO SANTO,BRANCA,ETANOL,R$ / litro,4.19,2023-02-06
8022304000161,AUTO POSTO DE COMBUSTIVEL RTT LTDA,,RUA MOEMA,38,,DIVINO ESPIRITO SANTO,29107250,VILA VELHA,ESPIRITO SANTO,BRANCA,DIESEL S10,R$ / litro,6.29,2023-02-06
8022304000161,AUTO POSTO DE COMBUSTIVEL RTT LTDA,,RUA MOEMA,38,,DIVINO ESPIRITO SANTO,29107250,VILA VELHA,ESPIRITO SANTO,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.12,2023-02-06
8022304000161,AUTO POSTO DE COMBUSTIVEL RTT LTDA,,RUA MOEMA,38,,DIVINO ESPIRITO SANTO,29107250,VILA VELHA,ESPIRITO SANTO,BRANCA,GASOLINA COMUM,R$ / litro,4.99,2023-02-06
5904268000171,POSTO MEDITERRÂNEO LTDA.,POSTO MEDITERRÂNEO,AVENIDA CARLOS LINDENBERG,1380,,COBILANDIA,29111165,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-06
5904268000171,POSTO MEDITERRÂNEO LTDA.,POSTO MEDITERRÂNEO,AVENIDA CARLOS LINDENBERG,1380,,COBILANDIA,29111165,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S500,R$ / litro,5.99,2023-02-06
5904268000171,POSTO MEDITERRÂNEO LTDA.,POSTO MEDITERRÂNEO,AVENIDA CARLOS LINDENBERG,1380,,COBILANDIA,29111165,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.15,2023-02-06
5904268000171,POSTO MEDITERRÂNEO LTDA.,POSTO MEDITERRÂNEO,AVENIDA CARLOS LINDENBERG,1380,,COBILANDIA,29111165,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,4.95,2023-02-06
5904268000171,POSTO MEDITERRÂNEO LTDA.,POSTO MEDITERRÂNEO,AVENIDA CARLOS LINDENBERG,1380,,COBILANDIA,29111165,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GNV,R$ / m³,4.88,2023-02-06
5463954000154,AUTO POSTO SAO PEDRO LTDA,POSTO SÃO PEDRO,AVENIDA CARLOS LINDEMBERG,66,,JABURUNA,29123136,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,5.93,2023-02-06
5463954000154,AUTO POSTO SAO PEDRO LTDA,POSTO SÃO PEDRO,AVENIDA CARLOS LINDEMBERG,66,,JABURUNA,29123136,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.29,2023-02-06
5463954000154,AUTO POSTO SAO PEDRO LTDA,POSTO SÃO PEDRO,AVENIDA CARLOS LINDEMBERG,66,,JABURUNA,29123136,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.19,2023-02-06
4145589001149,ARARA AZUL REDE DE POSTOS LTDA,POSTO ARARA AZUL,AVENIDA FRANCISCO LACERDA AQUIAR,530,,ITAPARICA,29102022,VILA VELHA,ESPIRITO SANTO,RAIZEN,ETANOL,R$ / litro,4.17,2023-02-06
4145589001149,ARARA AZUL REDE DE POSTOS LTDA,POSTO ARARA AZUL,AVENIDA FRANCISCO LACERDA AQUIAR,530,,ITAPARICA,29102022,VILA VELHA,ESPIRITO SANTO,RAIZEN,DIESEL S10,R$ / litro,5.99,2023-02-06
4145589001149,ARARA AZUL REDE DE POSTOS LTDA,POSTO ARARA AZUL,AVENIDA FRANCISCO LACERDA AQUIAR,530,,ITAPARICA,29102022,VILA VELHA,ESPIRITO SANTO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,5.34,2023-02-06
4145589001149,ARARA AZUL REDE DE POSTOS LTDA,POSTO ARARA AZUL,AVENIDA FRANCISCO LACERDA AQUIAR,530,,ITAPARICA,29102022,VILA VELHA,ESPIRITO SANTO,RAIZEN,GASOLINA COMUM,R$ / litro,4.99,2023-02-06
4850382000101,POSTO ARIBIRI DO GAS LTDA,POSTO ARIBIRI,AVENIDA CARLOS LINDEMBERG,1944,,SANTA INEZ,29108075,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-06
4850382000101,POSTO ARIBIRI DO GAS LTDA,POSTO ARIBIRI,AVENIDA CARLOS LINDEMBERG,1944,,SANTA INEZ,29108075,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.09,2023-02-06
4850382000101,POSTO ARIBIRI DO GAS LTDA,POSTO ARIBIRI,AVENIDA CARLOS LINDEMBERG,1944,,SANTA INEZ,29108075,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.15,2023-02-06
4850382000101,POSTO ARIBIRI DO GAS LTDA,POSTO ARIBIRI,AVENIDA CARLOS LINDEMBERG,1944,,SANTA INEZ,29108075,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,4.95,2023-02-06
4850382000101,POSTO ARIBIRI DO GAS LTDA,POSTO ARIBIRI,AVENIDA CARLOS LINDEMBERG,1944,,SANTA INEZ,29108075,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GNV,R$ / m³,4.88,2023-02-06
4763356000138,POSTO SETE EIRELI,POSTO 7,AVENIDA CARLOS LINDENBERG,1896,,ARIBIRI,29120568,VILA VELHA,ESPIRITO SANTO,IPIRANGA,ETANOL,R$ / litro,3.99,2023-02-06
4763356000138,POSTO SETE EIRELI,POSTO 7,AVENIDA CARLOS LINDENBERG,1896,,ARIBIRI,29120568,VILA VELHA,ESPIRITO SANTO,IPIRANGA,DIESEL S10,R$ / litro,5.95,2023-02-06
4763356000138,POSTO SETE EIRELI,POSTO 7,AVENIDA CARLOS LINDENBERG,1896,,ARIBIRI,29120568,VILA VELHA,ESPIRITO SANTO,IPIRANGA,DIESEL S500,R$ / litro,5.89,2023-02-06
4763356000138,POSTO SETE EIRELI,POSTO 7,AVENIDA CARLOS LINDENBERG,1896,,ARIBIRI,29120568,VILA VELHA,ESPIRITO SANTO,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,4.99,2023-02-06
4763356000138,POSTO SETE EIRELI,POSTO 7,AVENIDA CARLOS LINDENBERG,1896,,ARIBIRI,29120568,VILA VELHA,ESPIRITO SANTO,IPIRANGA,GASOLINA COMUM,R$ / litro,4.94,2023-02-06
1496517000186,POSTO PERIM LTDA,,RUA SANTA LEOPOLDINA,1650,,ITAPARICA,29102040,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.69,2023-02-06
1496517000186,POSTO PERIM LTDA,,RUA SANTA LEOPOLDINA,1650,,ITAPARICA,29102040,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.29,2023-02-06
1496517000186,POSTO PERIM LTDA,,RUA SANTA LEOPOLDINA,1650,,ITAPARICA,29102040,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.29,2023-02-06
1496517000186,POSTO PERIM LTDA,,RUA SANTA LEOPOLDINA,1650,,ITAPARICA,29102040,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.09,2023-02-06
4165053000113,GLORIA POSTOS E SERVICOS LTDA,GLORIA POSTOS E SERVICOS,AVENIDA MINISTRO SALGADO FILHO,65,A,GLORIA,29106010,VILA VELHA,ESPIRITO SANTO,RAIZEN,DIESEL S10,R$ / litro,6.04,2023-02-06
4165053000113,GLORIA POSTOS E SERVICOS LTDA,GLORIA POSTOS E SERVICOS,AVENIDA MINISTRO SALGADO FILHO,65,A,GLORIA,29106010,VILA VELHA,ESPIRITO SANTO,RAIZEN,DIESEL S500,R$ / litro,5.95,2023-02-06
4165053000113,GLORIA POSTOS E SERVICOS LTDA,GLORIA POSTOS E SERVICOS,AVENIDA MINISTRO SALGADO FILHO,65,A,GLORIA,29106010,VILA VELHA,ESPIRITO SANTO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,5.35,2023-02-06
4165053000113,GLORIA POSTOS E SERVICOS LTDA,GLORIA POSTOS E SERVICOS,AVENIDA MINISTRO SALGADO FILHO,65,A,GLORIA,29106010,VILA VELHA,ESPIRITO SANTO,RAIZEN,GASOLINA COMUM,R$ / litro,5.05,2023-02-06
4129569000102,POSTO LIPCAR LTDA,POSTO LIPCAR LTDA,RUA HENRIQUE MOSCOSO,627,,PRAIA DA COSTA,29100020,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.84,2023-02-06
4129569000102,POSTO LIPCAR LTDA,POSTO LIPCAR LTDA,RUA HENRIQUE MOSCOSO,627,,PRAIA DA COSTA,29100020,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.45,2023-02-06
4129569000102,POSTO LIPCAR LTDA,POSTO LIPCAR LTDA,RUA HENRIQUE MOSCOSO,627,,PRAIA DA COSTA,29100020,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.09,2023-02-06
2648712000147,AUTO POSTO E SERVICOS ZUMACH LTDA,POSTO SHALOM,AVENIDA VITORIA REGIA,1.4,LOTE  3 E 4,JARDIM ASTECA,29104485,VILA VELHA,ESPIRITO SANTO,BRANCA,ETANOL,R$ / litro,4.19,2023-02-06
2648712000147,AUTO POSTO E SERVICOS ZUMACH LTDA,POSTO SHALOM,AVENIDA VITORIA REGIA,1.4,LOTE  3 E 4,JARDIM ASTECA,29104485,VILA VELHA,ESPIRITO SANTO,BRANCA,DIESEL S10,R$ / litro,6.19,2023-02-06
2648712000147,AUTO POSTO E SERVICOS ZUMACH LTDA,POSTO SHALOM,AVENIDA VITORIA REGIA,1.4,LOTE  3 E 4,JARDIM ASTECA,29104485,VILA VELHA,ESPIRITO SANTO,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.29,2023-02-06
2648712000147,AUTO POSTO E SERVICOS ZUMACH LTDA,POSTO SHALOM,AVENIDA VITORIA REGIA,1.4,LOTE  3 E 4,JARDIM ASTECA,29104485,VILA VELHA,ESPIRITO SANTO,BRANCA,GASOLINA COMUM,R$ / litro,5.09,2023-02-06
1577240000116,KOALA SERVIÇOS E COMERCIO LTDA,,RUA PROFESSORA FRANCELINA CARNEIRO SETUBOL,1227,,ITAPOAN,29101640,VILA VELHA,ESPIRITO SANTO,BRANCA,ETANOL,R$ / litro,3.85,2023-02-06
1577240000116,KOALA SERVIÇOS E COMERCIO LTDA,,RUA PROFESSORA FRANCELINA CARNEIRO SETUBOL,1227,,ITAPOAN,29101640,VILA VELHA,ESPIRITO SANTO,BRANCA,GASOLINA COMUM,R$ / litro,4.94,2023-02-06
1557127000179,AUTO POSTO ILHA DAS GARCAS LTDA,POSTO ILHA DAS GARÇAS,RUA MARIA DE OLIVEIRA MARES GUIA,40,,PRAIA DAS GAIVOTAS,29102567,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.54,2023-02-06
1557127000179,AUTO POSTO ILHA DAS GARCAS LTDA,POSTO ILHA DAS GARÇAS,RUA MARIA DE OLIVEIRA MARES GUIA,40,,PRAIA DAS GAIVOTAS,29102567,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.09,2023-02-06
1557127000179,AUTO POSTO ILHA DAS GARCAS LTDA,POSTO ILHA DAS GARÇAS,RUA MARIA DE OLIVEIRA MARES GUIA,40,,PRAIA DAS GAIVOTAS,29102567,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.29,2023-02-06
1557127000179,AUTO POSTO ILHA DAS GARCAS LTDA,POSTO ILHA DAS GARÇAS,RUA MARIA DE OLIVEIRA MARES GUIA,40,,PRAIA DAS GAIVOTAS,29102567,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.09,2023-02-06
1503536000192,POSTO MARCELA LTDA,POSTO MARCELA,RUA DO PESSEGUEIRO,S/N,,DIVINO ESPÍRITO SANTO,29107230,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-06
1503536000192,POSTO MARCELA LTDA,POSTO MARCELA,RUA DO PESSEGUEIRO,S/N,,DIVINO ESPÍRITO SANTO,29107230,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.09,2023-02-06
1503536000192,POSTO MARCELA LTDA,POSTO MARCELA,RUA DO PESSEGUEIRO,S/N,,DIVINO ESPÍRITO SANTO,29107230,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.19,2023-02-06
1503536000192,POSTO MARCELA LTDA,POSTO MARCELA,RUA DO PESSEGUEIRO,S/N,,DIVINO ESPÍRITO SANTO,29107230,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,4.99,2023-02-06
1166046000148,POSTO TIBERIO LTDA,POSTO TIBERIO,RODOVIA CARLOS LINDEMBERG,386,,JABURUNA,29123600,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-06
1166046000148,POSTO TIBERIO LTDA,POSTO TIBERIO,RODOVIA CARLOS LINDEMBERG,386,,JABURUNA,29123600,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S500,R$ / litro,6.15,2023-02-06
1166046000148,POSTO TIBERIO LTDA,POSTO TIBERIO,RODOVIA CARLOS LINDEMBERG,386,,JABURUNA,29123600,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.39,2023-02-06
1166046000148,POSTO TIBERIO LTDA,POSTO TIBERIO,RODOVIA CARLOS LINDEMBERG,386,,JABURUNA,29123600,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.39,2023-02-06
1166046000148,POSTO TIBERIO LTDA,POSTO TIBERIO,RODOVIA CARLOS LINDEMBERG,386,,JABURUNA,29123600,VILA VELHA,ESPIRITO SANTO,VIBRA ENERGIA,GNV,R$ / m³,4.79,2023-02-06
8788618000170,J. S. PETROLEO E COMERCIO LTDA.,J. S. PETRÓLEO,AVENIDA DANTE MICHELINI,2461,,MATA DA PRAIA,29066430,VITORIA,ESPIRITO SANTO,RAIZEN,GASOLINA ADITIVADA,R$ / litro,5.59,2023-02-06
8788618000170,J. S. PETROLEO E COMERCIO LTDA.,J. S. PETRÓLEO,AVENIDA DANTE MICHELINI,2461,,MATA DA PRAIA,29066430,VITORIA,ESPIRITO SANTO,RAIZEN,GASOLINA COMUM,R$ / litro,5.24,2023-02-06
8788618000170,J. S. PETROLEO E COMERCIO LTDA.,J. S. PETRÓLEO,AVENIDA DANTE MICHELINI,2461,,MATA DA PRAIA,29066430,VITORIA,ESPIRITO SANTO,RAIZEN,GNV,R$ / m³,4.79,2023-02-06
8589031000131,AUTO POSTO SANTA PAULA LTDA,POSTO PEDÁGIO,AVENIDA CORONEL JOSE MARTINS DE FIGUEIREDO,15,LOJA  02,FRADINHOS,29042284,VITORIA,ESPIRITO SANTO,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-06
8589031000131,AUTO POSTO SANTA PAULA LTDA,POSTO PEDÁGIO,AVENIDA CORONEL JOSE MARTINS DE FIGUEIREDO,15,LOJA  02,FRADINHOS,29042284,VITORIA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.19,2023-02-06
8589031000131,AUTO POSTO SANTA PAULA LTDA,POSTO PEDÁGIO,AVENIDA CORONEL JOSE MARTINS DE FIGUEIREDO,15,LOJA  02,FRADINHOS,29042284,VITORIA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.29,2023-02-06
8589031000131,AUTO POSTO SANTA PAULA LTDA,POSTO PEDÁGIO,AVENIDA CORONEL JOSE MARTINS DE FIGUEIREDO,15,LOJA  02,FRADINHOS,29042284,VITORIA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.09,2023-02-06
7371930000109,POSTO PIO XII COM DE COMBUSTIVEIS LTDA,,AVENIDA PRINCESA ISABEL,20,,CENTRO,29010340,VITORIA,ESPIRITO SANTO,ATLÂNTICA,GASOLINA ADITIVADA,R$ / litro,4.87,2023-02-06
7371930000109,POSTO PIO XII COM DE COMBUSTIVEIS LTDA,,AVENIDA PRINCESA ISABEL,20,,CENTRO,29010340,VITORIA,ESPIRITO SANTO,ATLÂNTICA,GASOLINA COMUM,R$ / litro,4.87,2023-02-06
7823472000193,POSTO LDP LTDA,POSTO MILÊNIO,RUA DESEMBARGADOR FERREIRA COELHO,381,,PRAIA DO SUA,29052210,VITORIA,ESPIRITO SANTO,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.99,2023-02-06
7823472000193,POSTO LDP LTDA,POSTO MILÊNIO,RUA DESEMBARGADOR FERREIRA COELHO,381,,PRAIA DO SUA,29052210,VITORIA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.59,2023-02-06
7823472000193,POSTO LDP LTDA,POSTO MILÊNIO,RUA DESEMBARGADOR FERREIRA COELHO,381,,PRAIA DO SUA,29052210,VITORIA,ESPIRITO SANTO,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.19,2023-02-06
5525707000135,POSTO DE COMBUSTIVEIS PA LTDA,,AVENIDA NOSSA SENHORA DOS NAVEGANTES,220,,ENSEADA DO SUA,29050256,VITORIA,ESPIRITO SANTO,ATLÂNTICA,ETANOL,R$ / litro,4.25,2023-02-06
5525707000135,POSTO DE COMBUSTIVEIS PA LTDA,,AVENIDA NOSSA SENHORA DOS NAVEGANTES,220,,ENSEADA DO SUA,29050256,VITORIA,ESPIRITO SANTO,ATLÂNTICA,DIESEL S10,R$ / litro,6.69,2023-02-06
5525707000135,POSTO DE COMBUSTIVEIS PA LTDA,,AVENIDA NOSSA SENHORA DOS NAVEGANTES,220,,ENSEADA DO SUA,29050256,VITORIA,ESPIRITO SANTO,ATLÂNTICA,GASOLINA ADITIVADA,R$ / litro,5.09,2023-02-06
5525707000135,POSTO DE COMBUSTIVEIS PA LTDA,,AVENIDA NOSSA SENHORA DOS NAVEGANTES,220,,ENSEADA DO SUA,29050256,VITORIA,ESPIRITO SANTO,ATLÂNTICA,GASOLINA COMUM,R$ / litro,4.99,2023-02-06
