CNPJ,COMPANY_NAME,FANTASY_NAME,ADDRESS,NUMBER,COMPLEMENT,NEIGHBORHOOD,ZIP_CODE,MUNICIPALITY,STATE,FLAG,PRODUCT, UNIT_OF_MEASUREMENT,RETAIL_PRICE,DATE_OF_COLLECTION
61602199002409,COMPANHIA ULTRAGAZ S A,ULTRAGAZ,RUA AMARO CASTRO LIMA,1852,,VILA NOVA CAMPO GRANDE,79106361,CAMPO GRANDE,MATO GROSSO DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,110.0,2023-02-07
61602199006587,COMPANHIA ULTRAGAZ S A,ULTRAGAZ,AVENIDA CAIRU,989,,NAVEGANTES,90230031,PORTO ALEGRE,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,105.0,2023-02-07
3188000121,COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,COMPETRO,RUA HUMBERTO DE CAMPOS,306,,JARDIM ZULMIRA,18061000,SOROCABA,SAO PAULO,BRANCA,ETANOL,R$ / litro,3.25,2023-02-06
3188000121,COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,COMPETRO,RUA HUMBERTO DE CAMPOS,306,,JARDIM ZULMIRA,18061000,SOROCABA,SAO PAULO,BRANCA,DIESEL S10,R$ / litro,5.99,2023-02-06
3188000121,COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,COMPETRO,RUA HUMBERTO DE CAMPOS,306,,JARDIM ZULMIRA,18061000,SOROCABA,SAO PAULO,BRANCA,GASOLINA COMUM,R$ / litro,4.34,2023-02-06
19791896002065,SUPERGASBRAS ENERGIA LTDA.,SUPERGASBRAS ENERGIA,AVENIDA PRESIDENTE JOÃO BELCHIOR GOULART,7565,,FRAGATA,96040000,PELOTAS,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,108.0,2023-02-06
46395687004108,BAHIANA DISTRIBUIDORA DE GÁS LTDA,BAHIANA,ROD BR 415,5075,KM 04,CENTRO INDUSTRIAL,45613000,ITABUNA,BAHIA,BAHIANA,GLP,R$ / 13 kg,105.0,2023-02-08
8220930000162,CODEPE COMBUSTIVEIS LTDA,CODEPE,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905801,RIO BRANCO,ACRE,FOGAS,GLP,R$ / 13 kg,125.0,2023-02-08
8220930000162,CODEPE COMBUSTIVEIS LTDA,CODEPE,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905801,RIO BRANCO,ACRE,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-08
8220930000162,CODEPE COMBUSTIVEIS LTDA,CODEPE,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905801,RIO BRANCO,ACRE,VIBRA ENERGIA,DIESEL S10,R$ / litro,7.19,2023-02-08
8220930000162,CODEPE COMBUSTIVEIS LTDA,CODEPE,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905801,RIO BRANCO,ACRE,VIBRA ENERGIA,DIESEL S500,R$ / litro,7.16,2023-02-08
8220930000162,CODEPE COMBUSTIVEIS LTDA,CODEPE,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905801,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.39,2023-02-08
8220930000162,CODEPE COMBUSTIVEIS LTDA,CODEPE,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905801,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.39,2023-02-08
8065008000148,RP COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.,BOM PREÇO PETRÓLEO,RUA MINAS GERAIS,900,,CENTRO,69909710,RIO BRANCO,ACRE,SABBÁ,DIESEL S500,R$ / litro,7.43,2023-02-08
8065008000148,RP COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.,BOM PREÇO PETRÓLEO,RUA MINAS GERAIS,900,,CENTRO,69909710,RIO BRANCO,ACRE,SABBÁ,GASOLINA COMUM,R$ / litro,5.29,2023-02-08
529581000153,AUTO POSTO AMAPA - EIRELI,POSTO AMAPÁ,VIA CHICO MENDES,3570,,AREAL,69906119,RIO BRANCO,ACRE,FOGAS,GLP,R$ / 13 kg,117.0,2023-02-08
6906483000174,POSTO VILLAGE LTDA.,POSTO VILLAGE,RUA ANTONIO DA ROCHA VIANA,S/N,CONJ. VILLAGE W. MARCIEL QD. 02 LOTES 01 A 04,VILA IVONETE,69914610,RIO BRANCO,ACRE,FOGAS,GLP,R$ / 13 kg,120.0,2023-02-08
6906483000174,POSTO VILLAGE LTDA.,POSTO VILLAGE,RUA ANTONIO DA ROCHA VIANA,S/N,CONJ. VILLAGE W. MARCIEL QD. 02 LOTES 01 A 04,VILA IVONETE,69914610,RIO BRANCO,ACRE,VIBRA ENERGIA,ETANOL,R$ / litro,4.44,2023-02-08
6906483000174,POSTO VILLAGE LTDA.,POSTO VILLAGE,RUA ANTONIO DA ROCHA VIANA,S/N,CONJ. VILLAGE W. MARCIEL QD. 02 LOTES 01 A 04,VILA IVONETE,69914610,RIO BRANCO,ACRE,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.97,2023-02-08
6906483000174,POSTO VILLAGE LTDA.,POSTO VILLAGE,RUA ANTONIO DA ROCHA VIANA,S/N,CONJ. VILLAGE W. MARCIEL QD. 02 LOTES 01 A 04,VILA IVONETE,69914610,RIO BRANCO,ACRE,VIBRA ENERGIA,DIESEL S500,R$ / litro,6.95,2023-02-08
6906483000174,POSTO VILLAGE LTDA.,POSTO VILLAGE,RUA ANTONIO DA ROCHA VIANA,S/N,CONJ. VILLAGE W. MARCIEL QD. 02 LOTES 01 A 04,VILA IVONETE,69914610,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.3,2023-02-08
6906483000174,POSTO VILLAGE LTDA.,POSTO VILLAGE,RUA ANTONIO DA ROCHA VIANA,S/N,CONJ. VILLAGE W. MARCIEL QD. 02 LOTES 01 A 04,VILA IVONETE,69914610,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.24,2023-02-08
524999000178,AUTO POSTO ACAUAN LTDA,AUTO POSTO ACAUAN,RODOVIA AC 40,1800,,VILA ACRE,69902450,RIO BRANCO,ACRE,AMAZONGÁS,GLP,R$ / 13 kg,115.0,2023-02-08
1198443000282,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,POSTO AVIARIO,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900970,RIO BRANCO,ACRE,FOGAS,GLP,R$ / 13 kg,128.0,2023-02-08
5442544000127,AUTO POSTO CANINDE LTDA,AUTO POSTO CANINDÉ,RODOVIA AC 40,3206,KM 07,VILA ACRE,69902450,RIO BRANCO,ACRE,AMAZONGÁS,GLP,R$ / 13 kg,110.0,2023-02-08
5771239000189,NORTE COMERCIO DE DERIVADOS DE PETROLEO LTDA,,RUA   RIO DE JANEIRO,1215,ZONA URBANA,IVETE VARGAS,69906380,RIO BRANCO,ACRE,IPIRANGA,DIESEL S10,R$ / litro,7.15,2023-02-08
5771239000189,NORTE COMERCIO DE DERIVADOS DE PETROLEO LTDA,,RUA   RIO DE JANEIRO,1215,ZONA URBANA,IVETE VARGAS,69906380,RIO BRANCO,ACRE,IPIRANGA,DIESEL S500,R$ / litro,7.09,2023-02-08
5771239000189,NORTE COMERCIO DE DERIVADOS DE PETROLEO LTDA,,RUA   RIO DE JANEIRO,1215,ZONA URBANA,IVETE VARGAS,69906380,RIO BRANCO,ACRE,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,5.39,2023-02-08
5771239000189,NORTE COMERCIO DE DERIVADOS DE PETROLEO LTDA,,RUA   RIO DE JANEIRO,1215,ZONA URBANA,IVETE VARGAS,69906380,RIO BRANCO,ACRE,IPIRANGA,GASOLINA COMUM,R$ / litro,5.29,2023-02-08
4087649000142,AUTO POSTO DISTRITO LTDA.,,RUA 03,S/N,LOTE:08 ZONA:A  ST:4,DISTRITO INDUSTRIAL,69917100,RIO BRANCO,ACRE,FOGAS,GLP,R$ / 13 kg,125.0,2023-02-08
4087649000142,AUTO POSTO DISTRITO LTDA.,,RUA 03,S/N,LOTE:08 ZONA:A  ST:4,DISTRITO INDUSTRIAL,69917100,RIO BRANCO,ACRE,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-08
4087649000142,AUTO POSTO DISTRITO LTDA.,,RUA 03,S/N,LOTE:08 ZONA:A  ST:4,DISTRITO INDUSTRIAL,69917100,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.39,2023-02-08
4087649000142,AUTO POSTO DISTRITO LTDA.,,RUA 03,S/N,LOTE:08 ZONA:A  ST:4,DISTRITO INDUSTRIAL,69917100,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.39,2023-02-08
34697730000105,AUTO POSTO PARATI LTDA,POSTO PARATI,RUA   ISAURA PARENTE,434,,ISAURA PARENTE,69918340,RIO BRANCO,ACRE,SABBÁ,DIESEL S500,R$ / litro,6.75,2023-02-08
34697730000105,AUTO POSTO PARATI LTDA,POSTO PARATI,RUA   ISAURA PARENTE,434,,ISAURA PARENTE,69918340,RIO BRANCO,ACRE,SABBÁ,GASOLINA ADITIVADA,R$ / litro,5.18,2023-02-08
34697730000105,AUTO POSTO PARATI LTDA,POSTO PARATI,RUA   ISAURA PARENTE,434,,ISAURA PARENTE,69918340,RIO BRANCO,ACRE,SABBÁ,GASOLINA COMUM,R$ / litro,5.09,2023-02-08
84301191000111,LIDER AUTO POSTO LTDA,LIDER AUTO POSTO,RUA SERGIPE,276,,CENTRO,69900072,RIO BRANCO,ACRE,BRANCA,ETANOL,R$ / litro,4.48,2023-02-08
84301191000111,LIDER AUTO POSTO LTDA,LIDER AUTO POSTO,RUA SERGIPE,276,,CENTRO,69900072,RIO BRANCO,ACRE,BRANCA,DIESEL S10,R$ / litro,7.34,2023-02-08
84301191000111,LIDER AUTO POSTO LTDA,LIDER AUTO POSTO,RUA SERGIPE,276,,CENTRO,69900072,RIO BRANCO,ACRE,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.49,2023-02-08
84301191000111,LIDER AUTO POSTO LTDA,LIDER AUTO POSTO,RUA SERGIPE,276,,CENTRO,69900072,RIO BRANCO,ACRE,BRANCA,GASOLINA COMUM,R$ / litro,5.29,2023-02-08
14412076000139,AUTO POSTO SANTO ANTONIO LTDA,AUTO POSTO SANTO ANTONIO LTDA,RUA ISAURA PARENTE,3265,,EST EXPERIMENTAL,69908210,RIO BRANCO,ACRE,FOGAS,GLP,R$ / 13 kg,128.0,2023-02-08
14412076000139,AUTO POSTO SANTO ANTONIO LTDA,AUTO POSTO SANTO ANTONIO LTDA,RUA ISAURA PARENTE,3265,,EST EXPERIMENTAL,69908210,RIO BRANCO,ACRE,VIBRA ENERGIA,ETANOL,R$ / litro,4.34,2023-02-08
14412076000139,AUTO POSTO SANTO ANTONIO LTDA,AUTO POSTO SANTO ANTONIO LTDA,RUA ISAURA PARENTE,3265,,EST EXPERIMENTAL,69908210,RIO BRANCO,ACRE,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.99,2023-02-08
14412076000139,AUTO POSTO SANTO ANTONIO LTDA,AUTO POSTO SANTO ANTONIO LTDA,RUA ISAURA PARENTE,3265,,EST EXPERIMENTAL,69908210,RIO BRANCO,ACRE,VIBRA ENERGIA,DIESEL S500,R$ / litro,6.95,2023-02-08
14412076000139,AUTO POSTO SANTO ANTONIO LTDA,AUTO POSTO SANTO ANTONIO LTDA,RUA ISAURA PARENTE,3265,,EST EXPERIMENTAL,69908210,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.39,2023-02-08
14412076000139,AUTO POSTO SANTO ANTONIO LTDA,AUTO POSTO SANTO ANTONIO LTDA,RUA ISAURA PARENTE,3265,,EST EXPERIMENTAL,69908210,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.34,2023-02-08
4767269000159,POSTO FLORESTA E AGROPECUARIA LTDA,,ESTRADA DA FLORESTA,684,,FLORESTA,69906380,RIO BRANCO,ACRE,AMAZONGÁS,GLP,R$ / 13 kg,112.0,2023-02-08
4767269000159,POSTO FLORESTA E AGROPECUARIA LTDA,,ESTRADA DA FLORESTA,684,,FLORESTA,69906380,RIO BRANCO,ACRE,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-08
4767269000159,POSTO FLORESTA E AGROPECUARIA LTDA,,ESTRADA DA FLORESTA,684,,FLORESTA,69906380,RIO BRANCO,ACRE,VIBRA ENERGIA,DIESEL S10,R$ / litro,7.39,2023-02-08
4767269000159,POSTO FLORESTA E AGROPECUARIA LTDA,,ESTRADA DA FLORESTA,684,,FLORESTA,69906380,RIO BRANCO,ACRE,VIBRA ENERGIA,DIESEL S500,R$ / litro,7.34,2023-02-08
4767269000159,POSTO FLORESTA E AGROPECUARIA LTDA,,ESTRADA DA FLORESTA,684,,FLORESTA,69906380,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.39,2023-02-08
4767269000159,POSTO FLORESTA E AGROPECUARIA LTDA,,ESTRADA DA FLORESTA,684,,FLORESTA,69906380,RIO BRANCO,ACRE,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.39,2023-02-08
4587754000140,FREITAS COMERCIO DERIVADOS DE PETROLEO LTDA,POSTO YACO,AVENIDA CEARA,3491,,7O BEC,69918108,RIO BRANCO,ACRE,FOGAS,GLP,R$ / 13 kg,132.0,2023-02-08
2817655000182,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,POSTO BR INSINUANTE,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308000,ARAPIRACA,ALAGOAS,VIBRA ENERGIA,ETANOL,R$ / litro,4.29,2023-02-06
2817655000182,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,POSTO BR INSINUANTE,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308000,ARAPIRACA,ALAGOAS,VIBRA ENERGIA,DIESEL S500,R$ / litro,6.69,2023-02-06
2817655000182,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,POSTO BR INSINUANTE,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308000,ARAPIRACA,ALAGOAS,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,5.58,2023-02-06
2817655000182,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,POSTO BR INSINUANTE,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308000,ARAPIRACA,ALAGOAS,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.58,2023-02-06
12706529000104,AUTO POSTO SAO FRANCISCO LTDA,POSTO SÃO FRANCISCO LTDA.,RUA SAO FRANCISCO,274,,CENTRO,57300080,ARAPIRACA,ALAGOAS,VIBRA ENERGIA,ETANOL,R$ / litro,3.79,2023-02-07
12706529000104,AUTO POSTO SAO FRANCISCO LTDA,POSTO SÃO FRANCISCO LTDA.,RUA SAO FRANCISCO,274,,CENTRO,57300080,ARAPIRACA,ALAGOAS,VIBRA ENERGIA,DIESEL S10,R$ / litro,6.95,2023-02-07
12706529000104,AUTO POSTO SAO FRANCISCO LTDA,POSTO SÃO FRANCISCO LTDA.,RUA SAO FRANCISCO,274,,CENTRO,57300080,ARAPIRACA,ALAGOAS,VIBRA ENERGIA,DIESEL S500,R$ / litro,6.65,2023-02-07
12706529000104,AUTO POSTO SAO FRANCISCO LTDA,POSTO SÃO FRANCISCO LTDA.,RUA SAO FRANCISCO,274,,CENTRO,57300080,ARAPIRACA,ALAGOAS,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.29,2023-02-07
1242690000158,IBN PINTO E SILVA & CIA LTDA,,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302802,ARAPIRACA,ALAGOAS,IPIRANGA,ETANOL,R$ / litro,4.19,2023-02-06
1242690000158,IBN PINTO E SILVA & CIA LTDA,,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302802,ARAPIRACA,ALAGOAS,IPIRANGA,DIESEL S500,R$ / litro,6.59,2023-02-06
1242690000158,IBN PINTO E SILVA & CIA LTDA,,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302802,ARAPIRACA,ALAGOAS,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,5.59,2023-02-06
1242690000158,IBN PINTO E SILVA & CIA LTDA,,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302802,ARAPIRACA,ALAGOAS,IPIRANGA,GASOLINA COMUM,R$ / litro,5.39,2023-02-06
1242690000158,IBN PINTO E SILVA & CIA LTDA,,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302802,ARAPIRACA,ALAGOAS,IPIRANGA,GNV,R$ / m³,4.49,2023-02-06
1242690000239,IBN PINTO E SILVA & CIA LTDA,,"AVENIDA EMIDIO DE LIMA,",23,,JARDIM ESPERANCA,57304820,ARAPIRACA,ALAGOAS,IPIRANGA,ETANOL,R$ / litro,4.49,2023-02-06
1242690000239,IBN PINTO E SILVA & CIA LTDA,,"AVENIDA EMIDIO DE LIMA,",23,,JARDIM ESPERANCA,57304820,ARAPIRACA,ALAGOAS,IPIRANGA,DIESEL S10,R$ / litro,6.89,2023-02-06
1242690000239,IBN PINTO E SILVA & CIA LTDA,,"AVENIDA EMIDIO DE LIMA,",23,,JARDIM ESPERANCA,57304820,ARAPIRACA,ALAGOAS,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,5.59,2023-02-06
1242690000239,IBN PINTO E SILVA & CIA LTDA,,"AVENIDA EMIDIO DE LIMA,",23,,JARDIM ESPERANCA,57304820,ARAPIRACA,ALAGOAS,IPIRANGA,GASOLINA COMUM,R$ / litro,5.39,2023-02-06
12436978000180,AUTO POSTO FREITAS & MAIA LTDA,POSTO ALDO,RUA FLORIANO PEIXOTO,247,,CENTRO,57480000,DELMIRO GOUVEIA,ALAGOAS,VIBRA ENERGIA,ETANOL,R$ / litro,4.98,2023-02-07
12436978000180,AUTO POSTO FREITAS & MAIA LTDA,POSTO ALDO,RUA FLORIANO PEIXOTO,247,,CENTRO,57480000,DELMIRO GOUVEIA,ALAGOAS,VIBRA ENERGIA,DIESEL S10,R$ / litro,7.55,2023-02-07
12436978000180,AUTO POSTO FREITAS & MAIA LTDA,POSTO ALDO,RUA FLORIANO PEIXOTO,247,,CENTRO,57480000,DELMIRO GOUVEIA,ALAGOAS,VIBRA ENERGIA,GASOLINA ADITIVADA,R$ / litro,6.08,2023-02-07
12436978000180,AUTO POSTO FREITAS & MAIA LTDA,POSTO ALDO,RUA FLORIANO PEIXOTO,247,,CENTRO,57480000,DELMIRO GOUVEIA,ALAGOAS,VIBRA ENERGIA,GASOLINA COMUM,R$ / litro,5.98,2023-02-07
4890249000251,GILVAN MARTINS DE SOUZA,POSTO OLHO D¿ÁGUA DO CASADO,RODOVIA MANOEL RIBEIRO,475,,BOM SOSSEGO,57480000,DELMIRO GOUVEIA,ALAGOAS,DISLUB,DIESEL S10,R$ / litro,7.5,2023-02-06
4890249000251,GILVAN MARTINS DE SOUZA,POSTO OLHO D¿ÁGUA DO CASADO,RODOVIA MANOEL RIBEIRO,475,,BOM SOSSEGO,57480000,DELMIRO GOUVEIA,ALAGOAS,DISLUB,GASOLINA ADITIVADA,R$ / litro,6.04,2023-02-06
4890249000251,GILVAN MARTINS DE SOUZA,POSTO OLHO D¿ÁGUA DO CASADO,RODOVIA MANOEL RIBEIRO,475,,BOM SOSSEGO,57480000,DELMIRO GOUVEIA,ALAGOAS,DISLUB,GASOLINA COMUM,R$ / litro,5.94,2023-02-06
5518639000187,AUTO POSTO DA PEDRA LTDA,,RUA FLORIANO PEIXOTO,281,,CENTRO,57480000,DELMIRO GOUVEIA,ALAGOAS,BRANCA,ETANOL,R$ / litro,4.98,2023-02-07
5518639000187,AUTO POSTO DA PEDRA LTDA,,RUA FLORIANO PEIXOTO,281,,CENTRO,57480000,DELMIRO GOUVEIA,ALAGOAS,BRANCA,DIESEL S10,R$ / litro,7.56,2023-02-07
5518639000187,AUTO POSTO DA PEDRA LTDA,,RUA FLORIANO PEIXOTO,281,,CENTRO,57480000,DELMIRO GOUVEIA,ALAGOAS,BRANCA,GASOLINA COMUM,R$ / litro,5.88,2023-02-07
4431113000100,COMERCIO DE COMBUSTIVEIS NENZITA LTDA,POSTO MANDACARU,AVENIDA CAXANGA,126,,PEDRA VELHA,57480000,DELMIRO GOUVEIA,ALAGOAS,BRANCA,ETANOL,R$ / litro,4.95,2023-02-07
4431113000100,COMERCIO DE COMBUSTIVEIS NENZITA LTDA,POSTO MANDACARU,AVENIDA CAXANGA,126,,PEDRA VELHA,57480000,DELMIRO GOUVEIA,ALAGOAS,BRANCA,DIESEL S10,R$ / litro,7.55,2023-02-07
4431113000100,COMERCIO DE COMBUSTIVEIS NENZITA LTDA,POSTO MANDACARU,AVENIDA CAXANGA,126,,PEDRA VELHA,57480000,DELMIRO GOUVEIA,ALAGOAS,BRANCA,DIESEL S500,R$ / litro,7.52,2023-02-07
4431113000100,COMERCIO DE COMBUSTIVEIS NENZITA LTDA,POSTO MANDACARU,AVENIDA CAXANGA,126,,PEDRA VELHA,57480000,DELMIRO GOUVEIA,ALAGOAS,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.94,2023-02-07
4431113000100,COMERCIO DE COMBUSTIVEIS NENZITA LTDA,POSTO MANDACARU,AVENIDA CAXANGA,126,,PEDRA VELHA,57480000,DELMIRO GOUVEIA,ALAGOAS,BRANCA,GASOLINA COMUM,R$ / litro,5.94,2023-02-07
9368602000170,F.J. COMERCIO DE COMBUSTIVEIS LTDA,AUTO POSTO PARAÍBA,RUA PARAIBA,41,CONJ  MACURANY,RAIMUNDO MUNIZ,69151456,PARINTINS,AMAZONAS,FOGAS,GLP,R$ / 13 kg,138.0,2023-02-07
9368602000170,F.J. COMERCIO DE COMBUSTIVEIS LTDA,AUTO POSTO PARAÍBA,RUA PARAIBA,41,CONJ  MACURANY,RAIMUNDO MUNIZ,69151456,PARINTINS,AMAZONAS,BRANCA,DIESEL S10,R$ / litro,8.38,2023-02-07
9368602000170,F.J. COMERCIO DE COMBUSTIVEIS LTDA,AUTO POSTO PARAÍBA,RUA PARAIBA,41,CONJ  MACURANY,RAIMUNDO MUNIZ,69151456,PARINTINS,AMAZONAS,BRANCA,GASOLINA ADITIVADA,R$ / litro,5.99,2023-02-07
9368602000170,F.J. COMERCIO DE COMBUSTIVEIS LTDA,AUTO POSTO PARAÍBA,RUA PARAIBA,41,CONJ  MACURANY,RAIMUNDO MUNIZ,69151456,PARINTINS,AMAZONAS,BRANCA,GASOLINA COMUM,R$ / litro,5.99,2023-02-07
7498919000104,CACAPAVA COMERCIO DE PETROLEO LTDA,POSTO CAÇAPAVA,RUA SILVA CAMPOS,1357,,CENTRO,69151293,PARINTINS,AMAZONAS,IPIRANGA,DIESEL S10,R$ / litro,7.5,2023-02-08
7498919000104,CACAPAVA COMERCIO DE PETROLEO LTDA,POSTO CAÇAPAVA,RUA SILVA CAMPOS,1357,,CENTRO,69151293,PARINTINS,AMAZONAS,IPIRANGA,GASOLINA ADITIVADA,R$ / litro,6.0,2023-02-08
7498919000104,CACAPAVA COMERCIO DE PETROLEO LTDA,POSTO CAÇAPAVA,RUA SILVA CAMPOS,1357,,CENTRO,69151293,PARINTINS,AMAZONAS,IPIRANGA,GASOLINA COMUM,R$ / litro,5.99,2023-02-08
84110394001100,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,POSTO BENEVIDES,ESTRADA ODOVALDO NOVO,S/N,,DJARD VIEIRA,69152470,PARINTINS,AMAZONAS,BRANCA,DIESEL S10,R$ / litro,7.29,2023-02-07
84110394001100,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,POSTO BENEVIDES,ESTRADA ODOVALDO NOVO,S/N,,DJARD VIEIRA,69152470,PARINTINS,AMAZONAS,BRANCA,GASOLINA COMUM,R$ / litro,5.89,2023-02-07
3659452000682,AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA,,RUA CICERO MARQUES DE SOUZA,3134,,NOVO HORIZONTE,68909803,MACAPA,AMAPA,BRANCA,GASOLINA COMUM,R$ / litro,4.69,2023-02-08
2280133003452,POSTO ICCAR LTDA,,AVENIDA RIO VILA NOVA,62,ESQ. C/ RUA BEIRA RIO,TREM,68905160,MACAPA,AMAPA,BRANCA,DIESEL S500,R$ / litro,6.22,2023-02-08
2280133003452,POSTO ICCAR LTDA,,AVENIDA RIO VILA NOVA,62,ESQ. C/ RUA BEIRA RIO,TREM,68905160,MACAPA,AMAPA,BRANCA,GASOLINA COMUM,R$ / litro,4.63,2023-02-08
5297501000286,SEPE TIARAJU EMPREENDIMENTOS EIRELI,POSTO TIARAJÚ II,RUA SETENTRIONAL,S/N,ESQUINA COM BEIRA RIO,ARAXÁ,68903640,MACAPA,AMAPA,BRANCA,DIESEL S10,R$ / litro,6.63,2023-02-08
5297501000286,SEPE TIARAJU EMPREENDIMENTOS EIRELI,POSTO TIARAJÚ II,RUA SETENTRIONAL,S/N,ESQUINA COM BEIRA RIO,ARAXÁ,68903640,MACAPA,AMAPA,BRANCA,DIESEL S500,R$ / litro,6.28,2023-02-08
5297501000286,SEPE TIARAJU EMPREENDIMENTOS EIRELI,POSTO TIARAJÚ II,RUA SETENTRIONAL,S/N,ESQUINA COM BEIRA RIO,ARAXÁ,68903640,MACAPA,AMAPA,BRANCA,GASOLINA ADITIVADA,R$ / litro,4.88,2023-02-08
5297501000286,SEPE TIARAJU EMPREENDIMENTOS EIRELI,POSTO TIARAJÚ II,RUA SETENTRIONAL,S/N,ESQUINA COM BEIRA RIO,ARAXÁ,68903640,MACAPA,AMAPA,BRANCA,GASOLINA COMUM,R$ / litro,4.79,2023-02-08
3659452000259,AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA,,RUA HILDEMAR MAIA,900,A,SANTA RITA,68901310,MACAPA,AMAPA,BRANCA,GASOLINA COMUM,R$ / litro,4.69,2023-02-08
5983192002675,AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA,,RUA - GUANABARA,958,,PACOVAL,68908360,MACAPA,AMAPA,BRANCA,DIESEL S10,R$ / litro,6.65,2023-02-08
5983192002675,AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA,,RUA - GUANABARA,958,,PACOVAL,68908360,MACAPA,AMAPA,BRANCA,DIESEL S500,R$ / litro,6.36,2023-02-08
5983192002675,AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA,,RUA - GUANABARA,958,,PACOVAL,68908360,MACAPA,AMAPA,BRANCA,GASOLINA COMUM,R$ / litro,4.69,2023-02-08
5983192001601,AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA,,AVENIDA PADRE JULIO M LOMBAERD,2143,,SANTA RITA,68900030,MACAPA,AMAPA,VIBRA ENERGIA,DIESEL S500,R$ / litro,6.36,2023-02-08
